Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
"Richard Dessureault-Dober, Jr.",M,27.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
Bereket Desta Gebretsadik,M,22.0,Ethiopia,ETH,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,
Simon Desthieux,M,22.0,France,FRA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,
Simon Desthieux,M,22.0,France,FRA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,
Simon Desthieux,M,22.0,France,FRA,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
Olga Viktorovna Desyatskaya,F,21.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Air Rifle, 10 metres",
Sergey Leonidovich Desyukevich,M,25.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Dinghy,
Itte Detenamo,M,17.0,Nauru,NRU,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Super-Heavyweight,
Itte Detenamo,M,21.0,Nauru,NRU,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Super-Heavyweight,
Itte Detenamo,M,25.0,Nauru,NRU,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Super-Heavyweight,
Olga Igorevna Detenyuk,F,15.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Breaststroke,
Stanislav Valeryevich Detkov,M,29.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Snowboarding,Snowboarding Men's Parallel Giant Slalom,
Stanislav Valeryevich Detkov,M,33.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Parallel Giant Slalom,
Stanislav Valeryevich Detkov,M,33.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Parallel Slalom,
Tania Detomas,F,20.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Women's Halfpipe,
Dina Detre,F,24.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Windsurfer,
Dina Detre,F,28.0,Hungary,HUN,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Windsurfer,
Gabriele Detti,M,17.0,Italy,ITA,2012 Summer,2012,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",
Gabriele Detti,M,21.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Bronze
Gabriele Detti,M,21.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
Gabriele Detti,M,21.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Andrea Dettling,F,23.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Super G,
Andrea Dettling,F,23.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
Andrea Dettling,F,23.0,Switzerland,SUI,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Women's Combined,
Artyom Aleksandrovich Detyshev,M,27.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 5,000 metres",
Artyom Aleksandrovich Detyshev,M,27.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 10,000 metres",
Artyom Aleksandrovich Detyshev,M,27.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),
Santiago Deu,M,20.0,Andorra,AND,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Freestyle,
Yuliya Sergeyevna Deulina,F,25.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,
Bart Deurloo,M,25.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,
Bart Deurloo,M,25.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,
Bart Deurloo,M,25.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
Bart Deurloo,M,25.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,
Bart Deurloo,M,25.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
Bart Deurloo,M,25.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,
Bart Deurloo,M,25.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,
Daniel Deuer,M,34.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Daniel Deuer,M,34.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Jos Ricardo Devaca Snchez,M,21.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
Nikia Hillarie Deveaux,F,18.0,Bahamas,BAH,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,
Yolanda Gail L. Devers (-Roberts),F,33.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres Hurdles,
Yolanda Gail L. Devers (-Roberts),F,37.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 100 metres,
Yolanda Gail L. Devers (-Roberts),F,37.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 100 metres Hurdles,
"Khrysopigi ""Pigi"" Devetzi",F,28.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Triple Jump,Silver
"Khrysopigi ""Pigi"" Devetzi",F,32.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Long Jump,
"Khrysopigi ""Pigi"" Devetzi",F,32.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Triple Jump,Bronze
"Philip Alexandre ""Phil"" Devey",M,27.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,
Laishram Bombayla Devi,F,23.0,India,IND,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Individual,
Laishram Bombayla Devi,F,23.0,India,IND,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Team,
Laishram Bombayla Devi,F,27.0,India,IND,2012 Summer,2012,Summer,London,Archery,Archery Women's Individual,
Laishram Bombayla Devi,F,27.0,India,IND,2012 Summer,2012,Summer,London,Archery,Archery Women's Team,
Laishram Bombayla Devi,F,31.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
Laishram Bombayla Devi,F,31.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,
Khumujam Tombi Devi,F,26.0,India,IND,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Extra-Lightweight,
Lourembam Brojeshori Devi,F,19.0,India,IND,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Lightweight,
Cristian Deville,M,29.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Slalom,
Jennifer Devine,F,35.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Single Sculls,
Jonno Devlin,M,28.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,
Jonno Devlin,M,32.0,Ireland,IRL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,
Marlon Ronald Devonish,M,24.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,
Marlon Ronald Devonish,M,24.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Marlon Ronald Devonish,M,28.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Marlon Ronald Devonish,M,32.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,
Marlon Ronald Devonish,M,32.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,
Luca Devoti,M,37.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's One Person Dinghy,Silver
Jonas Devouassoux,M,24.0,France,FRA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,
Somdev Kishore Devvarman,M,27.0,India,IND,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,
Maksim Igoryevich Devyatovsky,M,20.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Individual All-Around,
Maksim Igoryevich Devyatovsky,M,20.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,
Maksim Igoryevich Devyatovsky,M,20.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Floor Exercise,
Maksim Igoryevich Devyatovsky,M,20.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horse Vault,
Maksim Igoryevich Devyatovsky,M,20.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Parallel Bars,
Maksim Igoryevich Devyatovsky,M,20.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Horizontal Bar,
Maksim Igoryevich Devyatovsky,M,20.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,
Maksim Igoryevich Devyatovsky,M,20.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Pommelled Horse,
Maksim Igoryevich Devyatovsky,M,24.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,
Maksim Igoryevich Devyatovsky,M,24.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,
Maksim Igoryevich Devyatovsky,M,24.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,
Maksim Igoryevich Devyatovsky,M,24.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,
Maksim Igoryevich Devyatovsky,M,24.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,
Maksim Igoryevich Devyatovsky,M,24.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,
Maksim Igoryevich Devyatovsky,M,24.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,
Vadim Anatolyevich Devyatovsky,M,27.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Hammer Throw,
Vadim Anatolyevich Devyatovsky,M,31.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Hammer Throw,Silver
Mikhail Mikhaylovich Devyatyarov,M,24.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's Sprint,
Andrea Dewar,F,25.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,
Lincoln Clark DeWitt,M,34.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Skeleton,Skeleton Men's Skeleton,
Karl DeWolf,M,29.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,
Saraswati Amit Dey-Saha,F,20.0,India,IND,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,
Saraswati Amit Dey-Saha,F,24.0,India,IND,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 200 metres,
Andrey Deyev,M,22.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Foil, Individual",
Andrey Deyev,M,22.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Foil, Team",
Darya Sergeyevna Deyeva,F,21.0,Russia,RUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Breaststroke,
Timofey Aleksandrovich Deynichenko,M,25.0,Belarus,BLR,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
Timofey Aleksandrovich Deynichenko,M,29.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
Alfredo Deza Ganoza,M,24.0,Peru,PER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,
Min Dezillie,F,27.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's One Person Dinghy,
Min Dezillie,F,31.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's One Person Dinghy,
Tatjana ekanovi,F,19.0,Bosnia and Herzegovina,BIH,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",
Ana erek,F,17.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,
Ana erek,F,17.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
Ana erek,F,17.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
Radoje eri,M,20.0,Serbia,SRB,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,
Ivana erisilo (Stankovi-),F,24.0,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,
Ivana erisilo (Stankovi-),F,28.0,Serbia,SRB,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,
Wouter D'Haene,M,22.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
Jeroen D'hoedt,M,26.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Aisling D'Hooghe,F,17.0,Belgium,BEL,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,
Jolien D'hoore,F,22.0,Belgium,BEL,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Omnium,
Jolien D'hoore,F,26.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Bronze
Saida Al-Dhahri,F,21.0,Tunisia,TUN,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Middleweight,
Saida Al-Dhahri,F,25.0,Tunisia,TUN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Half-Middleweight,
Kobala Vithanage Damayanthi Dharsha,F,25.0,Sri Lanka,SRI,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 400 metres,
Kobala Vithanage Damayanthi Dharsha,F,25.0,Sri Lanka,SRI,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,
Kobala Vithanage Damayanthi Dharsha,F,29.0,Sri Lanka,SRI,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 400 metres,
Ayyasamy Dharun,M,19.0,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,
Didier Dhennin,M,46.0,France,FRA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
Didier Dhennin,M,46.0,France,FRA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
Yosra Dhieb,F,20.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,
Shreya Dhital,F,17.0,Nepal,NEP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Freestyle,
Dhurgham Ismail Dawoud Al-Quraishi,M,22.0,Iraq,IRQ,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
Paul Joseph Anthony Di Bella,M,23.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,
Paul Joseph Anthony Di Bella,M,23.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,
Paul Joseph Anthony Di Bella,M,27.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,
Ilario Di Bu,M,34.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Individual,
Ilario Di Bu,M,34.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Team,Silver
Ilario Di Bu,M,38.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Archery,Archery Men's Individual,
Ilario Di Bu,M,38.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Archery,Archery Men's Team,
Ilario Di Bu,M,42.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Individual,
Ilario Di Bu,M,42.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,Silver
Marco di Carli,M,19.0,Germany,GER,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Backstroke,
Marco di Carli,M,27.0,Germany,GER,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,
Marco di Carli,M,27.0,Germany,GER,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Marco di Carli,M,27.0,Germany,GER,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
Alberico Di Cecco,M,30.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,
Giorgio Di Centa,M,29.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
Giorgio Di Centa,M,29.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
Giorgio Di Centa,M,29.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit,
Giorgio Di Centa,M,29.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Giorgio Di Centa,M,33.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Gold
Giorgio Di Centa,M,33.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,
Giorgio Di Centa,M,33.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Giorgio Di Centa,M,33.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,
Giorgio Di Centa,M,37.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
Giorgio Di Centa,M,37.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
Giorgio Di Centa,M,37.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,
Giorgio Di Centa,M,37.0,Italy,ITA,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
Giorgio Di Centa,M,41.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,
Giorgio Di Centa,M,41.0,Italy,ITA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
Ramon di Clemente,M,25.0,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,
Ramon di Clemente,M,29.0,South Africa,RSA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Bronze
Ramon di Clemente,M,33.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Pairs,
Ciro Fabio Di Corcia,M,24.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Middleweight,
Luigi Di Costanzo,M,26.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,
Marco Di Costanzo,M,24.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze
Roberto Di Donna,M,32.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Pistol, 10 metres",
Roberto Di Donna,M,32.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Free Pistol, 50 metres",
Elisa Di Francisca,F,29.0,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Individual",Gold
Elisa Di Francisca,F,29.0,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",Gold
Elisa Di Francisca,F,33.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Silver
Francesco Di Fulvio,M,22.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
Marina Emilse Di Giacomo,F,28.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze
Alex Di Giorgio,M,21.0,Italy,ITA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Alex Di Giorgio,M,26.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Emanuele Di Gregorio,M,27.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,
Danilo Di Luca,M,24.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",
ngel Fabin Di Mara Hernndez,M,20.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
Tania Di Mario,F,25.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
Tania Di Mario,F,29.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,
Tania Di Mario,F,33.0,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,
Tania Di Mario,F,37.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
Antonietta Di Martino,F,30.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's High Jump,
Jean-Franois Di Martino,M,33.0,France,FRA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Individual",
Jean-Franois Di Martino,M,33.0,France,FRA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Team",Silver
Arturo Di Mezza,M,31.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,
Daniele Joseph Di Pace,M,28.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,
Arnaud Laurent Di Pasquale,M,21.0,France,FRA,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Singles,Bronze
Silvia Di Pietro,F,23.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
Silvia Di Pietro,F,23.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
Michele Di Rocco,M,22.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Welterweight,
Giuseppe Di Salvatore,M,18.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Men's Trap,
Giuseppe Di Salvatore,M,18.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Men's Double Trap,
Nicole Di Salvio,F,20.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,
Nicole Di Salvio,F,24.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,
